campagne,date,jour,variable,groupe_age,valeur
2022-2023,2022-11-16,30,DOSES(J07E1),65 ans et plus,188634
2022-2023,2022-11-16,30,ACTE(VGP),moins de 65 ans,23733
2022-2023,2022-11-16,30,DOSES(J07E1),moins de 65 ans,56587
2022-2023,2022-11-17,31,ACTE(VGP),65 ans et plus,102056
2022-2023,2022-11-17,31,DOSES(J07E1),65 ans et plus,178457
2022-2023,2022-11-17,31,ACTE(VGP),moins de 65 ans,23585
2022-2023,2022-11-17,31,DOSES(J07E1),moins de 65 ans,52559
2022-2023,2022-11-18,32,ACTE(VGP),65 ans et plus,97862
2022-2023,2022-11-18,32,DOSES(J07E1),65 ans et plus,168857
2022-2023,2022-11-18,32,ACTE(VGP),moins de 65 ans,27578
2022-2023,2022-11-18,32,DOSES(J07E1),moins de 65 ans,58462
2022-2023,2022-11-19,33,ACTE(VGP),65 ans et plus,27756
2022-2023,2022-11-19,33,DOSES(J07E1),65 ans et plus,65350
2022-2023,2022-11-19,33,ACTE(VGP),moins de 65 ans,16166
2022-2023,2022-11-19,33,DOSES(J07E1),moins de 65 ans,36452
2022-2023,2022-11-20,34,ACTE(VGP),65 ans et plus,351
2022-2023,2022-11-20,34,DOSES(J07E1),65 ans et plus,973
2022-2023,2022-11-20,34,ACTE(VGP),moins de 65 ans,192
2022-2023,2022-11-20,34,DOSES(J07E1),moins de 65 ans,482
2022-2023,2022-11-21,35,ACTE(VGP),65 ans et plus,85889
2022-2023,2022-11-21,35,DOSES(J07E1),65 ans et plus,146403
2022-2023,2022-11-21,35,ACTE(VGP),moins de 65 ans,21640
2022-2023,2022-11-21,35,DOSES(J07E1),moins de 65 ans,47030
2022-2023,2022-11-22,36,ACTE(VGP),65 ans et plus,108182
2022-2023,2022-11-22,36,DOSES(J07E1),65 ans et plus,178170
2022-2023,2022-11-22,36,ACTE(VGP),moins de 65 ans,23681
2022-2023,2022-11-22,36,DOSES(J07E1),moins de 65 ans,51545
2022-2023,2022-11-23,37,ACTE(VGP),65 ans et plus,82683
2022-2023,2022-11-23,37,DOSES(J07E1),65 ans et plus,138213
2022-2023,2022-11-23,37,ACTE(VGP),moins de 65 ans,20843
2022-2023,2022-11-23,37,DOSES(J07E1),moins de 65 ans,46684
2022-2023,2022-11-24,38,ACTE(VGP),65 ans et plus,113051
2022-2023,2022-11-24,38,DOSES(J07E1),65 ans et plus,178212
2022-2023,2022-11-24,38,ACTE(VGP),moins de 65 ans,27949
2022-2023,2022-11-24,38,DOSES(J07E1),moins de 65 ans,57673
2022-2023,2022-11-25,39,ACTE(VGP),65 ans et plus,105133
2022-2023,2022-11-25,39,DOSES(J07E1),65 ans et plus,164974
2022-2023,2022-11-25,39,ACTE(VGP),moins de 65 ans,32298
2022-2023,2022-11-25,39,DOSES(J07E1),moins de 65 ans,63426
2022-2023,2022-11-26,40,ACTE(VGP),65 ans et plus,31500
2022-2023,2022-11-26,40,DOSES(J07E1),65 ans et plus,63169
2022-2023,2022-11-26,40,ACTE(VGP),moins de 65 ans,19859
2022-2023,2022-11-26,40,DOSES(J07E1),moins de 65 ans,41678
2022-2023,2022-11-27,41,ACTE(VGP),65 ans et plus,356
2022-2023,2022-11-27,41,DOSES(J07E1),65 ans et plus,620
2022-2023,2022-11-27,41,ACTE(VGP),moins de 65 ans,271
2022-2023,2022-11-27,41,DOSES(J07E1),moins de 65 ans,708
2022-2023,2022-11-28,42,ACTE(VGP),65 ans et plus,96937
2022-2023,2022-11-28,42,DOSES(J07E1),65 ans et plus,148720
2022-2023,2022-11-28,42,ACTE(VGP),moins de 65 ans,27370
2022-2023,2022-11-28,42,DOSES(J07E1),moins de 65 ans,54561
2022-2023,2022-11-29,43,ACTE(VGP),65 ans et plus,107953
2022-2023,2022-11-29,43,DOSES(J07E1),65 ans et plus,163771
2022-2023,2022-11-29,43,ACTE(VGP),moins de 65 ans,29006
2022-2023,2022-11-29,43,DOSES(J07E1),moins de 65 ans,56787
2022-2023,2022-11-30,44,ACTE(VGP),65 ans et plus,96493
2022-2023,2022-11-30,44,DOSES(J07E1),65 ans et plus,148711
2022-2023,2022-11-30,44,ACTE(VGP),moins de 65 ans,31432
2022-2023,2022-11-30,44,DOSES(J07E1),moins de 65 ans,62480
2022-2023,2022-12-01,45,ACTE(VGP),65 ans et plus,98508
2022-2023,2022-12-01,45,DOSES(J07E1),65 ans et plus,144823
2022-2023,2022-12-01,45,ACTE(VGP),moins de 65 ans,30236
2022-2023,2022-12-01,45,DOSES(J07E1),moins de 65 ans,56161
2022-2023,2022-12-02,46,ACTE(VGP),65 ans et plus,79211
2022-2023,2022-12-02,46,DOSES(J07E1),65 ans et plus,116458
2022-2023,2022-12-02,46,ACTE(VGP),moins de 65 ans,31255
2022-2023,2022-12-02,46,DOSES(J07E1),moins de 65 ans,55703
2022-2023,2022-12-03,47,ACTE(VGP),65 ans et plus,28893
2022-2023,2022-12-03,47,DOSES(J07E1),65 ans et plus,51716
2022-2023,2022-12-03,47,ACTE(VGP),moins de 65 ans,21594
2022-2023,2022-12-03,47,DOSES(J07E1),moins de 65 ans,40984
2022-2023,2022-12-04,48,ACTE(VGP),65 ans et plus,452
2022-2023,2022-12-04,48,DOSES(J07E1),65 ans et plus,601
2022-2023,2022-12-04,48,ACTE(VGP),moins de 65 ans,387
2022-2023,2022-12-04,48,DOSES(J07E1),moins de 65 ans,788
2022-2023,2022-12-05,49,ACTE(VGP),65 ans et plus,70748
2022-2023,2022-12-05,49,DOSES(J07E1),65 ans et plus,104995
2022-2023,2022-12-05,49,ACTE(VGP),moins de 65 ans,26284
2022-2023,2022-12-05,49,DOSES(J07E1),moins de 65 ans,47891
2022-2023,2022-12-06,50,ACTE(VGP),65 ans et plus,69332
2022-2023,2022-12-06,50,DOSES(J07E1),65 ans et plus,102454
2022-2023,2022-12-06,50,ACTE(VGP),moins de 65 ans,25114
2022-2023,2022-12-06,50,DOSES(J07E1),moins de 65 ans,46135
2022-2023,2022-12-07,51,ACTE(VGP),65 ans et plus,47388
2022-2023,2022-12-07,51,DOSES(J07E1),65 ans et plus,72112
2022-2023,2022-12-07,51,ACTE(VGP),moins de 65 ans,21351
2022-2023,2022-12-07,51,DOSES(J07E1),moins de 65 ans,39354
2022-2023,2022-12-08,52,ACTE(VGP),65 ans et plus,44881
2022-2023,2022-12-08,52,DOSES(J07E1),65 ans et plus,68653
2022-2023,2022-12-08,52,ACTE(VGP),moins de 65 ans,20088
2022-2023,2022-12-08,52,DOSES(J07E1),moins de 65 ans,37284
2022-2023,2022-12-09,53,ACTE(VGP),65 ans et plus,39396
2022-2023,2022-12-09,53,DOSES(J07E1),65 ans et plus,60906
2022-2023,2022-12-09,53,ACTE(VGP),moins de 65 ans,21879
2022-2023,2022-12-09,53,DOSES(J07E1),moins de 65 ans,38786
2022-2023,2022-12-10,54,ACTE(VGP),65 ans et plus,14869
2022-2023,2022-12-10,54,DOSES(J07E1),65 ans et plus,25537
2022-2023,2022-12-10,54,ACTE(VGP),moins de 65 ans,15165
2022-2023,2022-12-10,54,DOSES(J07E1),moins de 65 ans,27047
2022-2023,2022-12-11,55,ACTE(VGP),65 ans et plus,287
2022-2023,2022-12-11,55,DOSES(J07E1),65 ans et plus,374
2022-2023,2022-12-11,55,ACTE(VGP),moins de 65 ans,327
2022-2023,2022-12-11,55,DOSES(J07E1),moins de 65 ans,581
2022-2023,2022-12-12,56,ACTE(VGP),65 ans et plus,32312
2022-2023,2022-12-12,56,DOSES(J07E1),65 ans et plus,47777
2022-2023,2022-12-12,56,ACTE(VGP),moins de 65 ans,17412
2022-2023,2022-12-12,56,DOSES(J07E1),moins de 65 ans,30739
2022-2023,2022-12-13,57,ACTE(VGP),65 ans et plus,33320
2022-2023,2022-12-13,57,DOSES(J07E1),65 ans et plus,48519
2022-2023,2022-12-13,57,ACTE(VGP),moins de 65 ans,17091
2022-2023,2022-12-13,57,DOSES(J07E1),moins de 65 ans,29773
2022-2023,2022-12-14,58,ACTE(VGP),65 ans et plus,23880
2022-2023,2022-12-14,58,DOSES(J07E1),65 ans et plus,36454
2022-2023,2022-12-14,58,ACTE(VGP),moins de 65 ans,14236
2022-2023,2022-12-14,58,DOSES(J07E1),moins de 65 ans,26030
2022-2023,2022-12-15,59,ACTE(VGP),65 ans et plus,25051
2022-2023,2022-12-15,59,DOSES(J07E1),65 ans et plus,36224
2022-2023,2022-12-15,59,ACTE(VGP),moins de 65 ans,14004
2022-2023,2022-12-15,59,DOSES(J07E1),moins de 65 ans,24801
2022-2023,2022-12-16,60,ACTE(VGP),65 ans et plus,24233
2022-2023,2022-12-16,60,DOSES(J07E1),65 ans et plus,34752
2022-2023,2022-12-16,60,ACTE(VGP),moins de 65 ans,15723
2022-2023,2022-12-16,60,DOSES(J07E1),moins de 65 ans,26730
2022-2023,2022-12-17,61,ACTE(VGP),65 ans et plus,9059
2022-2023,2022-12-17,61,DOSES(J07E1),65 ans et plus,14441
2022-2023,2022-12-17,61,ACTE(VGP),moins de 65 ans,9576
2022-2023,2022-12-17,61,DOSES(J07E1),moins de 65 ans,17386
2022-2023,2022-12-18,62,ACTE(VGP),65 ans et plus,195
2022-2023,2022-12-18,62,DOSES(J07E1),65 ans et plus,245
2022-2023,2022-12-18,62,ACTE(VGP),moins de 65 ans,254
2022-2023,2022-12-18,62,DOSES(J07E1),moins de 65 ans,468
2022-2023,2022-12-19,63,ACTE(VGP),65 ans et plus,17325
2022-2023,2022-12-19,63,DOSES(J07E1),65 ans et plus,25503
2022-2023,2022-12-19,63,ACTE(VGP),moins de 65 ans,11937
2022-2023,2022-12-19,63,DOSES(J07E1),moins de 65 ans,20664
2022-2023,2022-12-20,64,ACTE(VGP),65 ans et plus,17418
2022-2023,2022-12-20,64,DOSES(J07E1),65 ans et plus,25271
2022-2023,2022-12-20,64,ACTE(VGP),moins de 65 ans,11801
2022-2023,2022-12-20,64,DOSES(J07E1),moins de 65 ans,19723
2022-2023,2022-12-21,65,ACTE(VGP),65 ans et plus,13496
2022-2023,2022-12-21,65,DOSES(J07E1),65 ans et plus,20041
2022-2023,2022-12-21,65,ACTE(VGP),moins de 65 ans,9952
2022-2023,2022-12-21,65,DOSES(J07E1),moins de 65 ans,17106
2022-2023,2022-12-22,66,ACTE(VGP),65 ans et plus,11721
2022-2023,2022-12-22,66,DOSES(J07E1),65 ans et plus,17867
2022-2023,2022-12-22,66,ACTE(VGP),moins de 65 ans,9220
2022-2023,2022-12-22,66,DOSES(J07E1),moins de 65 ans,15903
2022-2023,2022-12-23,67,ACTE(VGP),65 ans et plus,8593
2022-2023,2022-12-23,67,DOSES(J07E1),65 ans et plus,13642
2022-2023,2022-12-23,67,ACTE(VGP),moins de 65 ans,7279
2022-2023,2022-12-23,67,DOSES(J07E1),moins de 65 ans,13896
2022-2023,2022-12-24,68,ACTE(VGP),65 ans et plus,2134
2022-2023,2022-12-24,68,DOSES(J07E1),65 ans et plus,4136
2022-2023,2022-12-24,68,ACTE(VGP),moins de 65 ans,2159
2022-2023,2022-12-24,68,DOSES(J07E1),moins de 65 ans,5149
2022-2023,2022-12-25,69,ACTE(VGP),65 ans et plus,82
2022-2023,2022-12-25,69,DOSES(J07E1),65 ans et plus,59
2022-2023,2022-12-25,69,ACTE(VGP),moins de 65 ans,53
2022-2023,2022-12-25,69,DOSES(J07E1),moins de 65 ans,140
2022-2023,2022-12-26,70,ACTE(VGP),65 ans et plus,6797
2022-2023,2022-12-26,70,DOSES(J07E1),65 ans et plus,10136
2022-2023,2022-12-26,70,ACTE(VGP),moins de 65 ans,6200
2022-2023,2022-12-26,70,DOSES(J07E1),moins de 65 ans,10347
2022-2023,2022-12-27,71,ACTE(VGP),65 ans et plus,11008
2022-2023,2022-12-27,71,DOSES(J07E1),65 ans et plus,15384
2022-2023,2022-12-27,71,ACTE(VGP),moins de 65 ans,8080
2022-2023,2022-12-27,71,DOSES(J07E1),moins de 65 ans,13009
2022-2023,2022-12-28,72,ACTE(VGP),65 ans et plus,10033
2022-2023,2022-12-28,72,DOSES(J07E1),65 ans et plus,14128
2022-2023,2022-12-28,72,ACTE(VGP),moins de 65 ans,7865
2022-2023,2022-12-28,72,DOSES(J07E1),moins de 65 ans,12763
2022-2023,2022-12-29,73,ACTE(VGP),65 ans et plus,13437
2022-2023,2022-12-29,73,DOSES(J07E1),65 ans et plus,18897
2022-2023,2022-12-29,73,ACTE(VGP),moins de 65 ans,10832
2022-2023,2022-12-29,73,DOSES(J07E1),moins de 65 ans,17482
2022-2023,2022-12-30,74,ACTE(VGP),65 ans et plus,8934
2022-2023,2022-12-30,74,DOSES(J07E1),65 ans et plus,13018
2022-2023,2022-12-30,74,ACTE(VGP),moins de 65 ans,7824
2022-2023,2022-12-30,74,DOSES(J07E1),moins de 65 ans,13799
2022-2023,2022-12-31,75,ACTE(VGP),65 ans et plus,2360
2022-2023,2022-12-31,75,DOSES(J07E1),65 ans et plus,4704
2022-2023,2022-12-31,75,ACTE(VGP),moins de 65 ans,2485
2022-2023,2022-12-31,75,DOSES(J07E1),moins de 65 ans,5020
2022-2023,2023-01-01,76,ACTE(VGP),65 ans et plus,92
2022-2023,2023-01-01,76,DOSES(J07E1),65 ans et plus,39
2022-2023,2023-01-01,76,ACTE(VGP),moins de 65 ans,59
2022-2023,2023-01-01,76,DOSES(J07E1),moins de 65 ans,120
2022-2023,2023-01-02,77,ACTE(VGP),65 ans et plus,7566
2022-2023,2023-01-02,77,DOSES(J07E1),65 ans et plus,10634
2022-2023,2023-01-02,77,ACTE(VGP),moins de 65 ans,6746
2022-2023,2023-01-02,77,DOSES(J07E1),moins de 65 ans,10685
2022-2023,2023-01-03,78,ACTE(VGP),65 ans et plus,9836
2022-2023,2023-01-03,78,DOSES(J07E1),65 ans et plus,13005
2022-2023,2023-01-03,78,ACTE(VGP),moins de 65 ans,6610
2022-2023,2023-01-03,78,DOSES(J07E1),moins de 65 ans,10392
2022-2023,2023-01-04,79,ACTE(VGP),65 ans et plus,7703
2022-2023,2023-01-04,79,DOSES(J07E1),65 ans et plus,10910
2022-2023,2023-01-04,79,ACTE(VGP),moins de 65 ans,5673
2022-2023,2023-01-04,79,DOSES(J07E1),moins de 65 ans,9081
2022-2023,2023-01-05,80,ACTE(VGP),65 ans et plus,7272
2022-2023,2023-01-05,80,DOSES(J07E1),65 ans et plus,10224
2022-2023,2023-01-05,80,ACTE(VGP),moins de 65 ans,5231
2022-2023,2023-01-05,80,DOSES(J07E1),moins de 65 ans,8248
2022-2023,2023-01-06,81,ACTE(VGP),65 ans et plus,6699
2022-2023,2023-01-06,81,DOSES(J07E1),65 ans et plus,9548
2022-2023,2023-01-06,81,ACTE(VGP),moins de 65 ans,5700
2022-2023,2023-01-06,81,DOSES(J07E1),moins de 65 ans,8671
2022-2023,2023-01-07,82,ACTE(VGP),65 ans et plus,2444
2022-2023,2023-01-07,82,DOSES(J07E1),65 ans et plus,3701
2022-2023,2023-01-07,82,ACTE(VGP),moins de 65 ans,3002
2022-2023,2023-01-07,82,DOSES(J07E1),moins de 65 ans,4923
2022-2023,2023-01-08,83,ACTE(VGP),65 ans et plus,61
2022-2023,2023-01-08,83,DOSES(J07E1),65 ans et plus,175
2022-2023,2023-01-08,83,ACTE(VGP),moins de 65 ans,84
2022-2023,2023-01-08,83,DOSES(J07E1),moins de 65 ans,154
2022-2023,2023-01-09,84,ACTE(VGP),65 ans et plus,4665
2022-2023,2023-01-09,84,DOSES(J07E1),65 ans et plus,6352
2022-2023,2023-01-09,84,ACTE(VGP),moins de 65 ans,3550
2022-2023,2023-01-09,84,DOSES(J07E1),moins de 65 ans,5939
2022-2023,2023-01-10,85,ACTE(VGP),65 ans et plus,4954
2022-2023,2023-01-10,85,DOSES(J07E1),65 ans et plus,6542
2022-2023,2023-01-10,85,ACTE(VGP),moins de 65 ans,3398
2022-2023,2023-01-10,85,DOSES(J07E1),moins de 65 ans,5362
2022-2023,2023-01-11,86,ACTE(VGP),65 ans et plus,3857
2022-2023,2023-01-11,86,DOSES(J07E1),65 ans et plus,5042
2022-2023,2023-01-11,86,ACTE(VGP),moins de 65 ans,2899
2022-2023,2023-01-11,86,DOSES(J07E1),moins de 65 ans,4664
2022-2023,2023-01-12,87,ACTE(VGP),65 ans et plus,3900
2022-2023,2023-01-12,87,DOSES(J07E1),65 ans et plus,5037
2022-2023,2023-01-12,87,ACTE(VGP),moins de 65 ans,2637
2022-2023,2023-01-12,87,DOSES(J07E1),moins de 65 ans,4402
2022-2023,2023-01-13,88,ACTE(VGP),65 ans et plus,3643
2022-2023,2023-01-13,88,DOSES(J07E1),65 ans et plus,4842
2022-2023,2023-01-13,88,ACTE(VGP),moins de 65 ans,2836
2022-2023,2023-01-13,88,DOSES(J07E1),moins de 65 ans,4255
2022-2023,2023-01-14,89,ACTE(VGP),65 ans et plus,1468
2022-2023,2023-01-14,89,DOSES(J07E1),65 ans et plus,2050
2022-2023,2023-01-14,89,ACTE(VGP),moins de 65 ans,1592
2022-2023,2023-01-14,89,DOSES(J07E1),moins de 65 ans,2391
2022-2023,2023-01-15,90,ACTE(VGP),65 ans et plus,73
2022-2023,2023-01-15,90,DOSES(J07E1),65 ans et plus,50
2022-2023,2023-01-15,90,ACTE(VGP),moins de 65 ans,73
2022-2023,2023-01-15,90,DOSES(J07E1),moins de 65 ans,120
2022-2023,2023-01-16,91,ACTE(VGP),65 ans et plus,2741
2022-2023,2023-01-16,91,DOSES(J07E1),65 ans et plus,3848
2022-2023,2023-01-16,91,ACTE(VGP),moins de 65 ans,2062
2022-2023,2023-01-16,91,DOSES(J07E1),moins de 65 ans,3374
2022-2023,2023-01-17,92,ACTE(VGP),65 ans et plus,3094
2022-2023,2023-01-17,92,DOSES(J07E1),65 ans et plus,4050
2022-2023,2023-01-17,92,ACTE(VGP),moins de 65 ans,2207
2022-2023,2023-01-17,92,DOSES(J07E1),moins de 65 ans,3467
2022-2023,2023-01-18,93,ACTE(VGP),65 ans et plus,2555
2022-2023,2023-01-18,93,DOSES(J07E1),65 ans et plus,3132
2022-2023,2023-01-18,93,ACTE(VGP),moins de 65 ans,1818
2022-2023,2023-01-18,93,DOSES(J07E1),moins de 65 ans,2988
2022-2023,2023-01-19,94,ACTE(VGP),65 ans et plus,2166
2022-2023,2023-01-19,94,DOSES(J07E1),65 ans et plus,2676
2022-2023,2023-01-19,94,ACTE(VGP),moins de 65 ans,1861
2022-2023,2023-01-19,94,DOSES(J07E1),moins de 65 ans,2876
2022-2023,2023-01-20,95,ACTE(VGP),65 ans et plus,2086
2022-2023,2023-01-20,95,DOSES(J07E1),65 ans et plus,3199
2022-2023,2023-01-20,95,ACTE(VGP),moins de 65 ans,1858
2022-2023,2023-01-20,95,DOSES(J07E1),moins de 65 ans,2661
2022-2023,2023-01-21,96,ACTE(VGP),65 ans et plus,857
2022-2023,2023-01-21,96,DOSES(J07E1),65 ans et plus,1243
2022-2023,2023-01-21,96,ACTE(VGP),moins de 65 ans,1032
2022-2023,2023-01-21,96,DOSES(J07E1),moins de 65 ans,1482
2022-2023,2023-01-22,97,ACTE(VGP),65 ans et plus,76
2022-2023,2023-01-22,97,DOSES(J07E1),65 ans et plus,42
2022-2023,2023-01-22,97,ACTE(VGP),moins de 65 ans,82
2022-2023,2023-01-22,97,DOSES(J07E1),moins de 65 ans,89
2022-2023,2023-01-23,98,ACTE(VGP),65 ans et plus,2010
2022-2023,2023-01-23,98,DOSES(J07E1),65 ans et plus,2448
2022-2023,2023-01-23,98,ACTE(VGP),moins de 65 ans,1432
2022-2023,2023-01-23,98,DOSES(J07E1),moins de 65 ans,2223
2022-2023,2023-01-24,99,ACTE(VGP),65 ans et plus,2177
2022-2023,2023-01-24,99,DOSES(J07E1),65 ans et plus,2675
2022-2023,2023-01-24,99,ACTE(VGP),moins de 65 ans,1473
2022-2023,2023-01-24,99,DOSES(J07E1),moins de 65 ans,2383
2022-2023,2023-01-25,100,ACTE(VGP),65 ans et plus,1611
2022-2023,2023-01-25,100,DOSES(J07E1),65 ans et plus,2342
2022-2023,2023-01-25,100,ACTE(VGP),moins de 65 ans,1207
2022-2023,2023-01-25,100,DOSES(J07E1),moins de 65 ans,1914
2022-2023,2023-01-26,101,ACTE(VGP),65 ans et plus,1612
2022-2023,2023-01-26,101,DOSES(J07E1),65 ans et plus,2354
2022-2023,2023-01-26,101,ACTE(VGP),moins de 65 ans,1258
2022-2023,2023-01-26,101,DOSES(J07E1),moins de 65 ans,1997
2022-2023,2023-01-27,102,ACTE(VGP),65 ans et plus,1745
2022-2023,2023-01-27,102,DOSES(J07E1),65 ans et plus,2730
2022-2023,2023-01-27,102,ACTE(VGP),moins de 65 ans,1258
2022-2023,2023-01-27,102,DOSES(J07E1),moins de 65 ans,2230
2022-2023,2023-01-28,103,ACTE(VGP),65 ans et plus,754
2022-2023,2023-01-28,103,DOSES(J07E1),65 ans et plus,1123
2022-2023,2023-01-28,103,ACTE(VGP),moins de 65 ans,742
2022-2023,2023-01-28,103,DOSES(J07E1),moins de 65 ans,1189
2022-2023,2023-01-29,104,ACTE(VGP),65 ans et plus,88
2022-2023,2023-01-29,104,DOSES(J07E1),65 ans et plus,84
2022-2023,2023-01-29,104,ACTE(VGP),moins de 65 ans,30
2022-2023,2023-01-29,104,DOSES(J07E1),moins de 65 ans,54
2022-2023,2023-01-30,105,ACTE(VGP),65 ans et plus,1654
2022-2023,2023-01-30,105,DOSES(J07E1),65 ans et plus,2401
2022-2023,2023-01-30,105,ACTE(VGP),moins de 65 ans,1219
2022-2023,2023-01-30,105,DOSES(J07E1),moins de 65 ans,1903
2022-2023,2023-01-31,106,ACTE(VGP),65 ans et plus,1830
2022-2023,2023-01-31,106,DOSES(J07E1),65 ans et plus,2441
2022-2023,2023-01-31,106,ACTE(VGP),moins de 65 ans,1231
2022-2023,2023-01-31,106,DOSES(J07E1),moins de 65 ans,2076
2022-2023,2023-02-01,107,ACTE(VGP),65 ans et plus,682
2022-2023,2023-02-01,107,DOSES(J07E1),65 ans et plus,800
2022-2023,2023-02-01,107,ACTE(VGP),moins de 65 ans,713
2022-2023,2023-02-01,107,DOSES(J07E1),moins de 65 ans,1215
2022-2023,2023-02-02,108,ACTE(VGP),65 ans et plus,689
2022-2023,2023-02-02,108,DOSES(J07E1),65 ans et plus,1226
2022-2023,2023-02-02,108,ACTE(VGP),moins de 65 ans,637
2022-2023,2023-02-02,108,DOSES(J07E1),moins de 65 ans,996
2022-2023,2023-02-03,109,ACTE(VGP),65 ans et plus,659
2022-2023,2023-02-03,109,DOSES(J07E1),65 ans et plus,765
2022-2023,2023-02-03,109,ACTE(VGP),moins de 65 ans,620
2022-2023,2023-02-03,109,DOSES(J07E1),moins de 65 ans,1007
2022-2023,2023-02-04,110,ACTE(VGP),65 ans et plus,252
2022-2023,2023-02-04,110,DOSES(J07E1),65 ans et plus,461
2022-2023,2023-02-04,110,ACTE(VGP),moins de 65 ans,297
2022-2023,2023-02-04,110,DOSES(J07E1),moins de 65 ans,498
2022-2023,2023-02-05,111,ACTE(VGP),65 ans et plus,14
2022-2023,2023-02-05,111,DOSES(J07E1),65 ans et plus,31
2022-2023,2023-02-05,111,ACTE(VGP),moins de 65 ans,21
2022-2023,2023-02-05,111,DOSES(J07E1),moins de 65 ans,24
2022-2023,2023-02-06,112,ACTE(VGP),65 ans et plus,508
2022-2023,2023-02-06,112,DOSES(J07E1),65 ans et plus,423
2022-2023,2023-02-06,112,ACTE(VGP),moins de 65 ans,521
2022-2023,2023-02-06,112,DOSES(J07E1),moins de 65 ans,798
2022-2023,2023-02-07,113,ACTE(VGP),65 ans et plus,505
2022-2023,2023-02-07,113,DOSES(J07E1),65 ans et plus,566
2022-2023,2023-02-07,113,ACTE(VGP),moins de 65 ans,483
2022-2023,2023-02-07,113,DOSES(J07E1),moins de 65 ans,787
2022-2023,2023-02-08,114,ACTE(VGP),65 ans et plus,450
2022-2023,2023-02-08,114,DOSES(J07E1),65 ans et plus,485
2022-2023,2023-02-08,114,ACTE(VGP),moins de 65 ans,437
2022-2023,2023-02-08,114,DOSES(J07E1),moins de 65 ans,689
2022-2023,2023-02-09,115,ACTE(VGP),65 ans et plus,575
2022-2023,2023-02-09,115,DOSES(J07E1),65 ans et plus,504
2022-2023,2023-02-09,115,ACTE(VGP),moins de 65 ans,535
2022-2023,2023-02-09,115,DOSES(J07E1),moins de 65 ans,817
2022-2023,2023-02-10,116,ACTE(VGP),65 ans et plus,563
2022-2023,2023-02-10,116,DOSES(J07E1),65 ans et plus,562
2022-2023,2023-02-10,116,ACTE(VGP),moins de 65 ans,506
2022-2023,2023-02-10,116,DOSES(J07E1),moins de 65 ans,728
2022-2023,2023-02-11,117,ACTE(VGP),65 ans et plus,277
2022-2023,2023-02-11,117,DOSES(J07E1),65 ans et plus,310
2022-2023,2023-02-11,117,ACTE(VGP),moins de 65 ans,284
2022-2023,2023-02-11,117,DOSES(J07E1),moins de 65 ans,445
2022-2023,2023-02-12,118,ACTE(VGP),65 ans et plus,17
2022-2023,2023-02-12,118,DOSES(J07E1),65 ans et plus,2
2022-2023,2023-02-12,118,ACTE(VGP),moins de 65 ans,8
2022-2023,2023-02-12,118,DOSES(J07E1),moins de 65 ans,8
2022-2023,2023-02-13,119,ACTE(VGP),65 ans et plus,484
2022-2023,2023-02-13,119,DOSES(J07E1),65 ans et plus,377
2022-2023,2023-02-13,119,ACTE(VGP),moins de 65 ans,467
2022-2023,2023-02-13,119,DOSES(J07E1),moins de 65 ans,578
2022-2023,2023-02-14,120,ACTE(VGP),65 ans et plus,412
2022-2023,2023-02-14,120,DOSES(J07E1),65 ans et plus,314
2022-2023,2023-02-14,120,ACTE(VGP),moins de 65 ans,382
2022-2023,2023-02-14,120,DOSES(J07E1),moins de 65 ans,532
2022-2023,2023-02-15,121,ACTE(VGP),65 ans et plus,444
2022-2023,2023-02-15,121,DOSES(J07E1),65 ans et plus,225
2022-2023,2023-02-15,121,ACTE(VGP),moins de 65 ans,398
2022-2023,2023-02-15,121,DOSES(J07E1),moins de 65 ans,510
2022-2023,2023-02-16,122,ACTE(VGP),65 ans et plus,383
2022-2023,2023-02-16,122,DOSES(J07E1),65 ans et plus,300
2022-2023,2023-02-16,122,ACTE(VGP),moins de 65 ans,320
2022-2023,2023-02-16,122,DOSES(J07E1),moins de 65 ans,561
2022-2023,2023-02-17,123,ACTE(VGP),65 ans et plus,287
2022-2023,2023-02-17,123,DOSES(J07E1),65 ans et plus,412
2022-2023,2023-02-17,123,ACTE(VGP),moins de 65 ans,361
2022-2023,2023-02-17,123,DOSES(J07E1),moins de 65 ans,517
2022-2023,2023-02-18,124,ACTE(VGP),65 ans et plus,221
2022-2023,2023-02-18,124,DOSES(J07E1),65 ans et plus,190
2022-2023,2023-02-18,124,ACTE(VGP),moins de 65 ans,203
2022-2023,2023-02-18,124,DOSES(J07E1),moins de 65 ans,305
2022-2023,2023-02-19,125,ACTE(VGP),65 ans et plus,26
2022-2023,2023-02-19,125,DOSES(J07E1),65 ans et plus,23
2022-2023,2023-02-19,125,ACTE(VGP),moins de 65 ans,18
2022-2023,2023-02-19,125,DOSES(J07E1),moins de 65 ans,16
2022-2023,2023-02-20,126,ACTE(VGP),65 ans et plus,418
2022-2023,2023-02-20,126,DOSES(J07E1),65 ans et plus,234
2022-2023,2023-02-20,126,ACTE(VGP),moins de 65 ans,307
2022-2023,2023-02-20,126,DOSES(J07E1),moins de 65 ans,363
2022-2023,2023-02-21,127,ACTE(VGP),65 ans et plus,321
2022-2023,2023-02-21,127,DOSES(J07E1),65 ans et plus,207
2022-2023,2023-02-21,127,ACTE(VGP),moins de 65 ans,323
2022-2023,2023-02-21,127,DOSES(J07E1),moins de 65 ans,392
